Id,MSSubClass,MSZon0ng,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,Ce0tralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,Garage6ish,GarageCars,GarageArea,GarageQual,GarageCond,1avedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
816,20,6,48,12137,1,1,3,10,10,5,10,5,5,4,0,7,5,1998,1998,1,1,15,15,2,442,6,6,3,8,6,4,3,0,3,0,1649,1649,2,10,5,10,1661,0,0,1661,0,0,2,0,3,1,8,6,10,0,0,8,4,2,598,6,6,2,0,34,0,0,0,0,0,0,0,0,5,2010,1,10,224900
817,20,6,0,11425,1,1,2,10,10,2,10,5,5,4,0,5,6,1954,1954,1,1,4,4,0,0,6,6,2,6,6,4,6,486,3,0,522,1008,2,8,5,10,1008,0,0,1008,0,0,1,0,2,1,6,4,10,1,8,8,4,1,275,6,6,2,0,0,120,0,0,0,0,0,0,0,7,2006,1,10,137000
818,20,6,0,13265,1,1,2,10,10,5,10,5,5,4,0,8,5,2002,2002,3,1,6,8,2,148,8,6,3,8,6,4,10,1218,3,0,350,1568,2,10,5,10,1689,0,0,1689,1,0,2,0,3,1,8,7,10,2,8,8,4,3,857,6,6,2,150,59,0,0,0,0,0,0,0,0,7,2008,1,10,271000
819,80,6,80,8816,1,1,1,10,10,1,10,5,5,4,2,6,7,1971,1971,1,1,7,7,2,80,6,6,2,6,6,8,10,504,3,0,506,1010,2,8,5,10,1052,0,0,1052,1,0,1,0,3,1,6,6,10,0,0,8,2,2,440,6,6,2,0,0,0,0,0,0,0,5,0,0,6,2010,1,10,155000
820,120,6,44,6371,1,1,2,10,10,1,10,5,5,2,0,7,5,2009,2010,1,1,15,15,3,128,8,6,3,8,6,6,10,733,3,0,625,1358,2,10,5,10,1358,0,0,1358,1,0,2,0,2,1,8,6,10,1,8,8,4,2,484,6,6,2,192,35,0,0,0,0,0,0,0,0,6,2010,2,2,224000
821,60,6,72,7226,1,1,2,10,10,5,10,5,5,4,4,7,5,2003,2003,1,1,15,15,0,0,8,6,3,8,6,4,3,0,3,0,798,798,2,10,5,10,798,842,0,1640,0,0,2,1,3,1,8,6,10,0,0,8,4,2,595,6,6,2,0,45,0,0,0,0,0,0,0,0,6,2008,1,10,183000
822,20,4,60,6000,1,5,1,5,10,1,5,5,5,5,0,4,4,1953,1953,1,1,9,9,0,0,4,6,2,4,6,4,3,0,3,0,936,936,2,6,0,10,936,0,0,936,0,0,1,0,2,1,6,4,8,0,0,2,2,2,576,6,6,2,0,32,112,0,0,0,0,0,0,0,2,2009,1,10,93000
823,60,6,0,12394,1,1,2,10,10,2,10,5,5,4,4,7,5,2003,2003,1,1,15,15,0,0,8,6,3,8,6,10,3,0,3,0,847,847,2,10,5,10,847,886,0,1733,0,0,2,1,3,1,8,7,10,1,8,5,6,2,433,6,6,2,100,48,0,0,0,0,0,0,0,0,10,2007,1,7,225000
824,50,6,60,9900,1,1,1,10,10,1,10,5,5,4,3,6,7,1940,1950,1,1,15,15,0,0,6,6,1,6,6,4,3,0,3,0,778,778,2,6,5,10,944,545,0,1489,0,0,2,0,3,1,6,7,10,1,8,2,2,1,240,6,6,2,335,0,0,0,0,0,0,7,0,0,7,2009,1,10,139500
825,20,10,81,11216,1,1,1,10,10,1,10,5,5,4,0,8,5,2006,2006,1,1,15,15,0,0,8,6,3,8,8,4,3,0,3,0,1489,1489,2,10,5,10,1489,0,0,1489,0,0,2,0,3,1,8,7,10,1,8,8,4,2,776,6,6,2,0,140,0,0,0,0,0,0,0,0,6,2006,2,2,232600
826,20,6,114,14803,1,1,1,10,10,1,10,9,9,4,0,10,5,2007,2008,3,1,6,8,2,816,10,6,3,10,6,8,10,1636,3,0,442,2078,2,10,5,10,2084,0,0,2084,1,0,2,0,2,1,10,7,10,1,8,8,6,3,1220,6,6,2,188,45,0,0,0,0,0,0,0,0,6,2008,2,2,385000
827,45,4,50,6130,1,1,1,10,10,1,10,5,5,4,1,5,6,1924,1950,1,1,9,9,0,0,6,6,1,6,6,4,8,784,3,0,0,784,2,8,5,10,784,0,0,784,1,0,1,0,2,1,8,5,10,0,0,0,0,0,0,0,0,2,0,0,116,0,0,0,0,0,0,0,5,2008,1,10,109500
828,20,6,65,8529,1,1,2,10,10,1,10,5,5,4,0,7,5,2001,2001,1,1,15,15,0,0,8,6,3,8,6,4,10,20,3,0,1434,1454,2,10,5,10,1434,0,0,1434,0,0,2,0,3,1,8,6,10,1,6,8,4,2,527,6,6,2,290,39,0,0,0,0,0,0,0,0,4,2009,1,10,189000
829,60,6,0,28698,1,1,3,3,10,5,0,5,5,4,4,5,5,1967,1967,0,5,11,11,0,0,6,6,3,6,8,10,2,249,8,764,0,1013,2,6,5,10,1160,966,0,2126,0,1,2,1,3,1,6,7,8,0,0,8,6,2,538,6,6,2,486,0,0,0,225,0,0,0,0,0,6,2009,1,0,185000
830,160,10,24,2544,1,5,1,10,10,1,10,5,5,2,4,7,5,2005,2005,1,1,9,9,0,0,8,6,3,8,6,4,3,0,3,0,600,600,2,10,5,10,520,623,80,1223,0,0,2,1,2,1,8,4,10,0,0,2,4,2,480,6,6,2,0,166,0,0,0,0,0,0,0,0,7,2006,1,10,147400
832,160,10,30,3180,1,5,1,10,10,1,10,5,5,2,4,7,5,2005,2005,1,1,9,9,0,0,6,6,3,8,6,4,3,0,3,0,600,600,2,10,5,10,520,600,80,1200,0,0,2,1,2,1,8,4,10,0,0,2,4,2,480,6,6,2,0,166,0,0,0,0,0,0,0,0,6,2006,1,10,151000
833,60,6,44,9548,1,1,2,10,10,5,10,5,5,4,4,7,6,2003,2003,1,1,15,15,2,223,8,6,3,8,6,4,10,483,3,0,458,941,2,10,5,10,941,888,0,1829,1,0,2,1,3,1,8,7,10,1,6,8,4,2,613,6,6,2,192,39,0,0,0,0,0,0,0,0,1,2010,1,10,237000
834,20,6,100,10004,1,1,1,10,10,1,10,5,5,4,0,6,6,1964,1964,1,1,7,11,2,180,6,6,2,6,6,4,4,196,6,345,975,1516,2,6,5,10,1516,0,0,1516,0,0,1,1,3,1,6,6,10,0,0,8,4,2,472,6,6,2,0,0,0,0,152,0,0,0,0,0,2,2009,1,10,167000
835,20,6,75,7875,1,1,1,10,10,1,10,5,5,4,0,5,6,1961,1961,1,1,15,15,2,136,6,6,2,6,6,4,4,572,3,0,572,1144,2,8,5,10,1144,0,0,1144,1,0,1,0,3,1,6,6,10,0,0,8,2,2,456,6,6,2,0,0,0,0,0,0,0,7,0,0,9,2008,1,10,139950
836,20,6,60,9600,1,1,1,10,10,1,10,5,5,4,0,4,7,1950,1995,1,1,15,7,0,0,6,6,2,8,6,4,6,442,3,0,625,1067,2,6,5,10,1067,0,0,1067,0,0,2,0,2,1,8,4,8,0,0,8,2,2,436,6,6,2,290,0,0,0,0,0,0,0,0,0,2,2010,1,10,128000
837,30,4,90,8100,1,5,1,10,10,1,10,5,5,4,0,5,6,1948,1973,1,1,15,15,0,0,6,6,1,6,6,4,4,338,3,0,1221,1559,2,8,5,10,1559,0,0,1559,1,0,1,0,2,1,6,5,8,0,0,2,2,2,812,6,6,2,0,116,230,0,0,0,0,7,0,0,6,2007,3,10,153500
838,160,4,21,1680,1,1,1,10,10,1,10,5,5,2,4,6,5,1973,1973,1,1,7,7,2,158,6,6,2,6,6,4,6,330,3,0,153,483,2,6,5,10,483,504,0,987,1,0,1,1,2,1,6,5,10,0,0,2,2,1,264,6,6,2,0,0,0,0,0,0,0,0,0,0,11,2008,1,10,100000
839,20,6,75,9525,1,1,1,10,10,1,10,5,5,4,0,5,6,1995,2006,1,1,15,15,0,0,6,6,3,8,6,4,3,0,3,0,1099,1099,2,10,5,10,1099,0,0,1099,0,0,1,1,3,1,8,6,10,0,0,8,2,1,352,6,6,2,278,0,0,0,0,0,0,0,0,0,6,2008,1,10,144000
840,50,6,70,11767,1,1,1,10,10,1,10,5,5,4,3,5,6,1946,1995,1,1,9,9,0,0,6,6,2,6,6,4,6,352,3,0,416,768,2,10,5,10,768,432,0,1200,0,0,1,0,3,1,6,6,10,0,0,2,2,1,240,6,6,2,0,0,0,0,0,0,0,0,0,0,5,2008,1,10,130500
841,70,8,0,12155,1,1,2,10,10,1,10,5,5,4,4,6,8,1925,1950,1,1,16,16,0,0,6,6,1,6,6,4,6,156,3,0,516,672,2,6,0,10,810,672,0,1482,0,0,2,0,4,1,4,7,10,0,0,2,2,1,400,6,6,1,0,0,254,0,0,0,0,0,0,0,3,2008,1,10,140000
842,70,4,60,10440,1,3,1,10,10,1,10,5,5,4,4,5,8,1904,2002,1,1,9,9,0,0,6,6,3,6,6,4,3,0,3,0,650,650,2,8,5,10,958,581,0,1539,0,0,2,0,3,1,8,8,10,1,2,2,2,2,686,8,6,1,70,78,68,0,0,0,0,0,0,0,6,2008,1,10,157500
843,80,6,82,9020,1,1,1,10,10,1,10,5,5,4,2,6,7,1966,1966,1,1,7,7,2,183,6,6,2,6,6,10,4,312,8,539,276,1127,2,6,5,10,1165,0,0,1165,1,0,1,1,3,1,6,6,10,0,0,8,4,2,490,8,8,2,0,129,0,0,0,0,0,10,0,0,5,2008,1,10,174900
844,90,6,80,8000,1,1,1,10,10,2,10,10,5,3,0,5,4,1961,1961,1,1,4,4,0,0,6,6,2,6,6,4,3,0,3,0,1800,1800,2,10,0,10,1800,0,0,1800,0,0,2,0,6,2,6,10,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,2007,1,10,141000
845,50,4,100,12665,1,3,2,10,10,1,10,10,5,4,3,5,8,1915,1950,1,1,16,16,0,0,6,6,1,6,6,6,3,0,3,0,876,876,2,8,5,10,876,540,0,1416,0,0,1,1,4,1,6,7,10,1,8,2,2,3,720,6,6,2,418,0,194,0,0,0,0,0,0,0,6,2008,1,10,153900
846,85,6,0,16647,1,1,2,10,10,5,10,0,5,4,2,5,5,1975,1981,1,1,7,7,0,0,6,6,2,8,6,10,8,1390,3,0,0,1390,2,6,5,10,1701,0,0,1701,1,0,2,0,3,1,6,6,8,2,6,7,6,2,611,6,6,2,0,0,0,0,0,0,0,0,0,0,1,2007,1,10,171000
847,60,6,75,9317,1,1,1,10,10,1,10,5,5,4,4,7,5,1993,1993,1,1,7,7,2,137,8,6,3,8,6,4,8,513,3,0,227,740,2,10,5,10,1006,769,0,1775,1,0,2,1,3,1,8,7,10,1,6,8,2,2,425,6,6,2,234,72,192,0,0,0,0,0,0,0,7,2009,1,10,213000
848,20,6,36,15523,1,1,2,10,10,5,10,5,5,4,0,5,6,1972,1972,1,1,7,11,0,0,6,6,2,6,6,8,6,460,3,0,404,864,2,10,5,10,864,0,0,864,1,0,1,0,3,1,6,5,10,1,4,8,2,1,338,6,6,2,0,0,0,0,0,0,0,0,0,0,8,2009,1,10,133500
849,50,6,75,45600,1,1,3,5,10,1,10,5,5,4,3,6,8,1908,1997,1,1,16,16,0,0,6,6,1,6,6,4,3,0,3,0,907,907,2,6,5,10,1307,1051,0,2358,0,0,3,0,5,1,6,10,10,1,8,2,2,2,360,4,6,2,486,40,0,0,175,0,0,0,0,0,9,2008,1,10,240000
850,80,6,80,9600,1,1,1,10,10,7,10,8,5,4,2,6,7,1976,1994,3,1,11,11,2,360,8,8,2,6,6,4,3,0,3,0,528,528,2,10,5,10,1094,761,0,1855,0,0,2,1,3,1,6,7,10,1,6,8,4,2,512,6,6,2,113,100,0,0,0,0,0,0,0,0,8,2007,1,10,187000
851,120,4,36,4435,1,1,1,10,10,1,10,5,5,2,0,6,5,2003,2003,1,1,15,15,2,170,8,6,3,8,6,8,10,659,3,0,189,848,2,10,5,10,848,0,0,848,1,0,1,0,1,1,8,3,10,0,0,8,6,2,420,6,6,2,140,0,0,0,0,0,0,0,0,0,11,2007,1,10,131500
852,120,6,0,3196,1,1,1,10,10,1,10,5,5,2,0,8,5,2003,2003,1,1,15,15,2,40,8,6,3,8,6,10,3,0,3,0,1273,1273,2,10,5,10,1456,0,0,1456,0,0,2,0,2,1,8,7,10,1,6,8,6,2,400,6,6,2,143,20,0,0,0,0,0,0,0,0,5,2006,1,10,215000
853,75,6,53,7128,1,1,1,10,10,1,10,5,5,4,5,7,5,1941,1950,1,1,9,9,0,0,6,8,2,6,6,4,4,364,3,0,554,918,2,8,5,10,918,728,0,1646,0,0,2,0,4,1,6,7,10,2,8,2,2,1,240,6,6,2,0,0,0,0,126,0,0,5,0,0,8,2007,1,10,164000
854,80,6,0,12095,1,1,2,10,10,2,10,5,5,4,2,6,6,1964,1964,1,1,9,7,2,115,6,8,2,6,6,10,4,564,3,0,563,1127,2,6,5,10,1445,0,0,1445,0,0,1,1,3,1,6,7,10,1,4,8,4,2,645,6,6,2,180,0,0,0,0,0,0,5,0,0,8,2009,1,10,158000
855,20,6,102,17920,1,1,1,10,10,1,10,5,5,4,0,5,4,1955,1974,3,1,16,11,0,0,6,6,2,6,6,6,8,306,4,1085,372,1763,2,6,5,10,1779,0,0,1779,1,0,1,1,3,1,6,6,10,1,8,8,2,2,454,6,6,2,0,418,0,0,312,0,0,0,0,0,7,2006,1,0,170000
856,20,6,0,6897,1,1,2,10,10,2,10,5,5,4,0,5,8,1962,2010,1,1,7,7,0,0,6,8,2,6,6,4,8,659,3,0,381,1040,2,10,5,10,1040,0,0,1040,1,0,1,1,3,1,6,6,10,0,0,2,2,1,260,6,6,2,0,104,0,0,0,0,0,0,0,0,4,2010,1,10,127000
857,80,6,0,10970,1,1,2,3,10,1,5,5,5,4,2,6,6,1978,1978,1,1,11,7,0,0,6,6,2,8,8,10,10,505,2,435,0,940,2,6,5,10,1026,0,0,1026,1,0,1,0,3,1,6,5,10,0,0,2,2,2,576,6,4,2,0,0,34,0,0,0,0,5,0,0,10,2008,1,10,147000
858,60,6,65,8125,1,1,1,10,10,1,10,5,5,4,4,6,5,1994,1995,1,1,7,7,0,0,6,6,3,8,6,4,3,0,3,0,702,702,2,8,5,10,702,779,0,1481,0,0,2,1,3,1,6,6,10,1,6,8,6,2,343,6,6,2,0,36,0,0,0,0,0,0,0,0,3,2009,1,10,174000
859,20,6,80,10400,1,1,1,10,10,1,10,5,5,4,0,7,5,1976,1976,1,1,7,7,2,189,6,6,2,8,6,4,3,0,3,0,1090,1090,2,6,5,10,1370,0,0,1370,0,0,2,0,3,1,6,6,10,1,6,8,4,2,479,6,6,2,0,0,0,0,0,0,0,5,0,0,6,2009,1,7,152000
860,60,6,0,11029,1,1,2,10,10,2,10,9,5,4,4,6,7,1968,1984,1,1,7,7,2,220,6,6,2,6,6,6,6,619,3,0,435,1054,2,6,5,10,1512,1142,0,2654,1,0,2,1,4,1,8,9,10,1,8,8,2,2,619,6,6,2,0,65,0,0,222,0,0,0,0,0,8,2006,1,10,250000
861,50,6,55,7642,1,1,1,10,10,2,10,5,5,4,3,7,8,1918,1998,1,1,16,16,0,0,8,6,1,6,6,4,3,0,3,0,912,912,2,8,5,10,912,514,0,1426,0,0,1,1,3,1,8,7,10,1,8,2,2,1,216,6,6,2,0,240,0,0,0,0,0,10,0,0,6,2007,1,10,189950
862,190,6,75,11625,1,1,1,10,10,1,10,5,5,5,0,5,4,1965,1965,3,1,11,7,0,0,6,6,3,6,6,6,6,841,3,0,198,1039,2,10,5,10,1039,0,0,1039,1,0,1,1,3,1,6,6,10,0,0,8,2,2,504,6,6,2,0,0,0,0,0,0,0,0,0,0,4,2010,1,10,131500
863,20,6,81,9672,1,1,1,10,10,2,10,5,5,4,0,6,5,1984,1985,3,1,7,11,0,0,6,6,3,8,6,4,10,338,3,0,702,1040,2,6,5,10,1097,0,0,1097,0,0,2,0,3,1,6,6,10,0,0,8,2,2,480,6,6,2,0,0,0,0,0,0,0,10,0,0,5,2010,1,10,152000
864,20,6,70,7931,1,1,1,10,10,1,10,5,5,4,0,5,5,1959,1959,3,1,4,11,0,0,6,6,2,6,6,4,6,1148,3,0,0,1148,2,6,5,10,1148,0,0,1148,1,0,1,0,3,1,6,6,10,0,0,8,2,1,672,6,6,2,0,0,0,0,0,0,0,10,0,0,7,2009,1,10,132500
865,20,10,72,8640,1,1,1,10,10,1,10,5,5,4,0,7,5,2007,2008,1,1,15,15,0,0,8,6,3,10,6,4,3,0,3,0,1372,1372,2,10,5,10,1372,0,0,1372,0,0,2,0,3,1,8,6,10,0,0,8,6,2,529,6,6,2,0,140,0,0,0,0,0,0,0,0,5,2008,2,2,250580
866,20,6,0,8750,1,1,2,10,10,1,10,5,5,4,0,5,6,1970,1970,1,1,9,9,2,76,6,6,2,6,6,4,6,828,3,0,174,1002,2,6,5,10,1002,0,0,1002,1,0,1,0,3,1,6,5,10,0,0,2,2,2,902,6,6,2,0,0,0,0,0,0,0,5,0,0,8,2009,1,10,148500
867,20,6,67,10656,1,1,2,2,10,1,10,5,5,4,0,8,5,2006,2007,1,1,15,15,3,274,8,6,3,8,6,8,3,0,3,0,1638,1638,2,10,5,10,1646,0,0,1646,0,0,2,0,3,1,8,6,10,1,8,8,4,3,870,6,6,2,192,80,0,0,0,0,0,0,0,0,11,2007,2,2,248900
869,60,6,0,14762,1,1,3,10,10,2,10,8,5,4,4,5,6,1948,1950,1,1,11,11,0,0,6,6,4,0,1,2,0,0,0,0,0,0,2,8,5,10,1547,720,53,2320,0,0,2,0,2,1,6,7,10,1,6,8,2,2,672,6,6,1,120,144,0,0,0,0,0,0,0,0,5,2006,1,10,169000
870,60,6,80,9938,1,1,1,10,10,1,10,5,5,4,4,7,5,1993,1994,1,1,9,9,2,246,8,6,3,8,6,4,10,750,3,0,300,1050,2,10,5,10,1062,887,0,1949,1,0,2,1,3,1,8,8,10,1,6,8,6,2,574,6,6,2,156,90,0,0,0,0,0,10,0,0,6,2010,1,10,236000
871,20,6,60,6600,1,1,1,10,10,1,10,9,5,4,0,5,5,1962,1962,3,1,9,9,0,0,6,6,2,6,6,4,3,0,3,0,894,894,2,8,0,10,894,0,0,894,0,0,1,0,2,1,6,5,10,0,0,2,2,1,308,6,6,2,0,0,0,0,0,0,0,0,0,0,8,2009,1,10,109500
872,60,6,70,8750,1,1,1,10,10,1,10,5,5,4,4,6,5,1998,1998,1,1,15,15,2,116,6,6,3,8,6,4,10,505,3,0,299,804,2,10,5,10,804,878,0,1682,0,0,2,1,3,1,8,7,10,0,0,8,4,2,523,6,6,2,0,77,0,0,0,0,0,0,0,0,6,2010,1,10,200500
873,20,6,74,8892,1,1,1,10,10,2,10,5,5,4,0,5,7,1953,1996,1,1,17,18,0,0,8,6,5,6,6,8,3,0,3,0,105,105,2,8,5,10,910,0,0,910,0,0,1,0,3,1,8,5,10,0,0,8,2,2,414,6,6,2,196,0,150,0,0,0,0,7,0,0,10,2008,1,10,116000
875,50,4,52,5720,1,1,1,10,10,1,10,10,5,4,3,5,6,1941,1950,1,1,16,16,0,0,6,6,2,6,6,4,3,0,3,0,676,676,2,10,5,10,676,455,0,1131,0,0,1,1,3,1,6,5,10,0,0,2,2,1,200,6,6,2,26,0,0,0,0,0,0,0,0,0,8,2009,1,0,66500
876,60,10,75,9000,1,1,1,10,10,1,10,5,5,4,4,8,5,2007,2007,1,1,6,8,0,0,8,6,3,8,6,8,10,64,3,0,1120,1184,2,10,5,10,1184,1426,0,2610,0,0,2,1,4,1,10,11,10,1,8,5,6,2,550,6,6,2,208,364,0,0,0,0,0,0,0,0,8,2007,2,2,303477
877,20,6,94,25286,1,1,1,2,10,1,5,5,5,4,0,4,5,1963,1963,1,1,7,11,0,0,6,6,3,6,6,10,8,633,3,0,431,1064,2,8,5,10,1040,0,0,1040,1,0,1,0,3,1,6,5,10,0,0,8,2,2,648,6,6,2,0,0,0,0,0,0,0,0,0,0,1,2007,1,10,132250
878,60,6,74,8834,1,1,1,10,10,1,10,5,5,4,4,9,5,2004,2005,3,1,15,15,3,216,8,6,3,10,6,4,10,1170,3,0,292,1462,2,10,5,10,1462,762,0,2224,1,0,2,1,4,1,10,10,10,1,8,8,6,3,738,6,6,2,184,0,0,0,0,0,0,0,0,0,6,2009,1,10,350000
880,20,6,0,7000,1,1,2,10,10,5,10,5,5,4,0,5,8,1978,2005,1,1,15,15,2,90,8,8,2,6,6,4,8,646,3,0,218,864,2,10,5,10,864,0,0,864,1,0,1,0,3,1,6,6,10,0,0,8,2,1,336,6,6,2,0,0,0,0,0,0,0,7,0,0,7,2009,1,10,136500
881,20,6,60,7024,1,1,1,10,10,1,10,5,5,4,0,5,5,2005,2006,1,1,15,15,0,0,6,6,3,10,8,4,8,980,3,0,110,1090,2,8,5,10,1090,0,0,1090,1,0,1,1,2,1,6,5,10,0,0,8,6,2,450,6,6,2,0,49,0,0,0,0,0,0,0,0,6,2007,1,10,157000
882,50,6,44,13758,1,1,2,10,10,5,10,5,5,4,3,7,5,1990,1991,1,1,7,7,2,117,8,8,2,8,6,6,2,902,3,0,254,1156,2,10,5,10,1187,530,0,1717,0,0,2,1,3,1,8,7,10,1,6,8,4,2,400,6,6,2,168,36,0,0,0,0,0,0,0,0,4,2007,1,10,187500
883,60,6,0,9636,1,1,2,10,10,2,10,5,5,4,4,6,5,1992,1993,1,1,15,15,0,0,6,6,3,8,6,4,3,0,3,0,808,808,2,8,5,10,808,785,0,1593,0,0,2,1,3,1,6,7,10,1,6,5,4,2,389,6,6,2,342,40,0,0,0,0,0,5,0,0,12,2009,1,10,178000
884,75,6,60,6204,1,1,1,5,10,1,10,5,5,4,6,4,5,1912,1950,1,1,16,16,0,0,8,6,3,6,4,4,3,0,3,0,795,795,2,6,0,10,954,795,481,2230,1,0,1,0,5,1,6,10,10,0,0,2,2,1,440,6,8,2,0,188,0,0,0,0,0,0,0,0,3,2006,1,10,118500
885,20,6,65,7150,1,1,1,10,10,1,10,5,5,4,0,5,5,1967,1967,1,1,7,7,2,60,6,6,2,6,6,4,6,432,3,0,460,892,2,6,5,10,892,0,0,892,0,0,1,0,3,1,6,5,10,0,0,8,4,1,288,6,6,2,0,0,0,0,0,0,0,7,0,0,7,2009,1,10,100000
886,120,10,50,5119,1,1,2,10,10,5,10,5,5,2,0,9,5,1999,2000,1,1,9,9,2,60,8,6,3,10,6,8,10,1238,3,0,460,1698,2,10,5,10,1709,0,0,1709,1,0,2,0,2,1,8,5,10,1,6,8,6,2,506,6,6,2,97,65,0,0,0,0,0,0,0,0,1,2008,8,0,328900
887,90,6,70,8393,1,1,1,10,10,2,10,5,5,3,0,5,5,1959,2005,1,1,9,9,2,122,6,6,2,6,6,4,2,528,3,0,1098,1626,2,10,5,10,1712,0,0,1712,0,0,2,0,4,2,6,8,10,0,0,8,6,2,588,6,6,2,272,54,0,0,0,0,0,0,0,0,6,2006,1,7,145000
888,50,6,59,16466,1,1,2,10,10,1,10,5,5,4,3,5,7,1955,1955,1,1,9,9,0,0,6,8,3,6,6,4,3,0,3,0,816,816,2,6,5,10,872,521,0,1393,0,0,1,1,3,1,6,8,10,0,0,8,2,1,300,6,6,2,121,0,0,0,265,0,0,0,0,0,4,2008,1,10,135500
889,20,6,95,15865,1,1,2,10,10,1,5,5,5,4,0,8,6,1970,1970,0,5,16,16,0,0,8,8,3,6,8,10,8,351,4,823,1043,2217,2,10,5,10,2217,0,0,2217,1,0,2,0,4,1,8,8,10,1,6,8,2,2,621,6,6,2,81,207,0,0,224,0,0,0,0,0,10,2007,1,10,268000
890,20,6,128,12160,1,1,1,10,10,1,10,8,5,4,0,6,4,1953,1953,3,1,16,16,2,90,6,6,2,6,6,4,6,1024,3,0,481,1505,2,10,5,10,1505,0,0,1505,1,0,1,0,2,1,6,6,10,1,6,8,4,2,505,6,6,2,0,0,0,162,0,0,0,0,0,0,2,2009,1,10,149500
892,60,6,70,11184,1,1,1,10,10,1,10,5,5,4,4,6,5,1978,1978,3,1,7,7,2,92,6,6,2,6,6,4,2,226,4,500,192,918,2,8,5,10,918,765,0,1683,0,0,2,1,3,1,6,7,10,1,6,8,4,2,440,6,6,2,243,0,0,0,0,0,0,0,0,0,7,2009,1,10,172500
893,20,6,70,8414,1,1,1,10,10,1,10,5,5,4,0,6,8,1963,2003,3,1,7,7,0,0,6,6,2,6,6,4,10,663,3,0,396,1059,2,6,5,10,1068,0,0,1068,0,1,1,0,3,1,6,6,10,0,0,8,4,1,264,6,6,2,192,0,0,0,0,0,0,5,0,0,2,2006,1,10,154500
894,20,6,0,13284,1,1,1,10,10,1,10,9,5,4,0,5,5,1954,1954,1,1,16,11,0,0,6,6,3,8,6,6,6,1064,3,0,319,1383,2,6,5,10,1383,0,0,1383,1,0,1,0,3,1,6,6,10,1,8,8,2,1,354,6,6,2,511,116,0,0,0,0,0,10,0,0,6,2008,1,10,165000
895,90,6,64,7018,1,1,1,5,10,1,10,5,5,3,0,5,5,1979,1979,1,1,11,11,0,0,6,6,4,0,1,2,0,0,0,0,0,0,2,6,5,10,1535,0,0,1535,0,0,2,0,4,2,6,8,10,0,0,8,2,2,400,6,6,2,0,0,0,0,0,0,0,0,0,0,6,2009,1,4,118858
896,60,6,71,7056,1,1,1,10,10,1,10,5,5,4,4,6,5,1963,1963,3,1,7,7,2,415,6,6,2,6,6,4,6,400,3,0,380,780,2,6,5,10,983,813,0,1796,1,0,1,1,4,1,6,8,10,1,6,8,4,2,483,6,6,2,0,50,0,0,0,0,0,0,0,0,10,2008,1,10,140000
897,30,4,50,8765,1,3,1,10,10,1,10,5,5,4,0,4,6,1936,1950,1,1,16,16,0,0,6,6,1,6,6,4,8,285,3,0,666,951,2,10,0,10,951,0,0,951,0,0,1,0,2,1,6,6,10,0,0,2,2,1,327,6,6,2,0,28,0,0,0,0,0,0,0,0,4,2006,1,0,106500
898,90,6,64,7018,1,1,1,10,10,1,10,8,5,3,4,5,5,1979,1979,1,1,11,11,0,0,6,6,4,0,1,2,0,0,0,0,0,0,2,6,5,10,1120,1120,0,2240,0,0,2,0,6,2,6,12,10,0,0,2,2,2,528,6,6,2,154,0,0,0,0,0,0,0,0,0,6,2009,1,4,142953
899,20,6,100,12919,1,1,2,10,10,1,10,5,5,4,0,9,5,2009,2010,3,1,15,15,3,760,10,6,3,10,6,10,10,2188,3,0,142,2330,2,10,5,10,2364,0,0,2364,1,0,2,1,2,1,10,11,10,2,8,8,6,3,820,6,6,2,0,67,0,0,0,0,0,0,0,0,3,2010,2,2,611657
900,20,6,65,6993,1,1,1,10,10,1,10,8,5,4,0,5,7,1961,1994,1,1,7,11,0,0,6,6,2,6,6,4,6,465,3,0,447,912,2,6,5,10,1236,0,0,1236,0,0,1,0,3,1,6,6,10,1,6,8,2,1,288,6,6,2,0,0,0,0,0,0,0,0,0,0,6,2006,1,10,135000
901,20,6,0,7340,1,1,2,10,10,1,10,5,5,4,0,4,6,1971,1971,1,1,7,7,0,0,6,6,2,6,6,4,8,322,3,0,536,858,2,6,5,10,858,0,0,858,0,0,1,0,2,1,6,4,10,0,0,2,2,1,684,6,6,2,0,0,0,0,0,0,0,0,0,0,6,2007,1,10,110000
