Id,MSZon0ng,LotArea,Utilities,Condition1,Condition2,BldgType,HouseStyle,OverallCond,YearRemodAdd,BsmtCond,TotalBsmtSF,HeatingQC,Ce0tralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,GarageType,GarageCars,GarageCond,1avedDrive,Fence,MiscVal,MoSold,YrSold,SalePrice
1454,6,17217,10,5,5,4,0,5,2006,6,1140,10,5,1140,0,1140,1,3,6,6,10,0,0,0,2,0,0,7,2006,84500
1455,10,7500,10,5,5,4,0,5,2005,6,1221,10,5,1221,0,1221,2,2,8,6,10,8,2,6,2,0,0,10,2009,185000
1456,6,7917,10,5,5,4,4,5,2000,6,953,10,5,953,694,1647,2,3,6,7,10,8,2,6,2,0,0,8,2007,175000
1457,6,13175,10,5,5,4,0,6,1988,6,1542,6,5,2073,0,2073,2,3,6,7,8,8,2,6,2,5,0,2,2010,210000
1458,6,9042,10,5,5,4,4,9,2006,8,1152,10,5,1188,1152,2340,2,4,8,9,10,8,1,6,2,10,2500,5,2010,266500
1459,6,9717,10,5,5,4,0,6,1996,6,1078,8,5,1078,0,1078,1,2,8,5,10,8,1,6,2,0,0,4,2010,142125
1460,6,9937,10,5,5,4,0,6,1965,6,1256,8,5,1256,0,1256,1,3,6,6,10,8,1,6,2,0,0,6,2008,147500
1461,8,11622,10,9,5,4,0,6,1961,6,882,6,10,896,0,896,1,2,6,5,10,8,1,6,2,8,0,6,2010,
1462,6,14267,10,5,5,4,0,6,1958,6,1329,6,10,1329,0,1329,1,3,8,6,10,8,1,6,2,0,12500,6,2010,
1463,6,13830,10,5,5,4,4,5,1998,6,928,8,10,928,701,1629,2,3,6,6,10,8,2,6,2,8,0,3,2010,
1464,6,9978,10,5,5,4,4,6,1998,6,926,10,10,926,678,1604,2,3,8,7,10,8,2,6,2,0,0,6,2010,
1465,6,5005,10,5,5,2,0,5,1992,6,1280,10,10,1280,0,1280,2,2,8,5,10,8,2,6,2,0,0,1,2010,
1466,6,10000,10,5,5,4,4,5,1994,6,763,8,10,763,892,1655,2,3,6,7,10,8,2,6,2,0,0,4,2010,
1467,6,7980,10,5,5,4,0,7,2007,6,1168,10,10,1187,0,1187,2,3,6,6,10,8,2,6,2,10,500,3,2010,
1468,6,8402,10,5,5,4,4,5,1998,6,789,8,10,789,676,1465,2,3,6,7,10,8,2,6,2,0,0,5,2010,
1469,6,10176,10,5,5,4,0,5,1990,6,1300,8,10,1341,0,1341,1,2,8,5,10,8,2,6,2,0,0,2,2010,
1470,6,8400,10,5,5,4,0,5,1970,6,882,6,10,882,0,882,1,2,6,4,10,8,2,6,2,8,0,4,2010,
1471,8,5858,10,5,5,2,0,5,1999,6,1405,10,10,1337,0,1337,2,2,8,5,10,8,2,6,2,0,0,6,2010,
1472,7,1680,10,5,5,2,4,5,1971,6,483,6,10,483,504,987,1,2,6,5,10,2,1,6,2,0,0,2,2010,
1473,7,1680,10,5,5,2,4,5,1971,6,525,6,10,525,567,1092,1,3,6,6,10,2,1,6,2,0,0,3,2010,
1474,6,2280,10,5,5,2,4,6,1975,6,855,6,10,855,601,1456,2,3,8,6,10,8,2,6,2,0,0,6,2010,
1475,6,2280,10,5,5,2,0,6,1975,6,836,10,10,836,0,836,1,2,6,4,10,8,1,6,2,0,0,6,2010,
1476,6,12858,10,5,5,4,4,5,2010,6,1590,10,10,1627,707,2334,2,3,10,10,10,8,3,6,2,0,0,1,2010,
1477,6,12883,10,5,5,4,0,5,2010,6,1544,10,10,1544,0,1544,2,3,8,7,10,8,3,6,2,0,0,6,2010,
1478,6,11520,10,10,5,4,0,5,2005,6,1698,10,10,1698,0,1698,2,3,10,7,10,8,3,6,2,0,0,6,2010,
1479,6,14122,10,5,5,4,0,5,2006,6,1822,10,10,1822,0,1822,2,3,10,8,10,8,3,6,2,0,0,2,2010,
1480,6,14300,10,5,5,4,0,5,2004,6,2846,10,10,2696,0,2696,2,3,10,10,10,8,3,6,2,0,0,6,2010,
1481,6,13650,10,5,5,4,4,5,2002,6,1671,10,10,1687,563,2250,2,3,8,7,10,8,3,6,2,0,0,6,2010,
1482,6,7132,10,5,5,2,0,5,2006,6,1370,10,10,1370,0,1370,2,2,8,6,10,8,2,6,2,0,0,4,2010,
1483,6,18494,10,5,5,4,0,5,2005,6,1324,10,10,1324,0,1324,2,3,8,6,10,8,2,6,2,0,0,1,2010,
1484,6,3203,10,5,5,2,0,5,2006,6,1145,10,10,1145,0,1145,2,2,8,6,10,8,2,6,2,0,0,1,2010,
1485,6,13300,10,5,5,4,2,5,2004,6,384,10,10,744,630,1374,2,3,8,7,10,5,2,6,2,0,0,6,2010,
1486,6,8577,10,5,5,4,4,5,2004,6,847,10,10,847,886,1733,2,3,8,7,10,5,2,6,2,0,0,4,2010,
1487,6,17433,10,5,5,4,4,5,1998,6,1629,10,10,1645,830,2475,2,4,8,7,10,8,3,6,2,0,0,1,2010,
1488,6,8987,10,5,5,4,0,5,2006,6,1595,10,10,1595,0,1595,2,2,8,6,10,8,3,6,2,0,0,5,2010,
1489,10,9215,10,5,5,4,0,5,2010,6,1218,10,10,1218,0,1218,2,2,8,4,10,8,2,6,2,0,0,4,2010,
1490,10,10440,10,5,5,4,0,5,2005,6,1468,10,10,1468,0,1468,2,2,8,6,10,8,2,6,2,0,0,5,2010,
1491,6,11920,10,5,5,4,4,5,2004,6,831,10,10,831,828,1659,2,3,8,8,10,8,2,6,2,0,0,4,2010,
1492,8,9800,10,9,5,4,0,5,1950,6,816,6,0,1012,0,1012,1,2,6,5,10,2,1,6,2,0,0,4,2010,
1493,6,15410,10,3,5,4,0,6,2002,6,1208,10,10,1494,0,1494,2,3,6,7,10,8,2,6,2,10,0,4,2010,
1494,6,13143,10,5,5,4,4,5,1993,6,1231,10,10,1251,1098,2349,2,4,8,9,10,8,3,6,2,0,0,6,2010,
1495,6,11134,10,5,5,4,4,5,1993,6,1390,10,10,1402,823,2225,2,4,8,7,10,8,3,6,2,0,0,6,2010,
1496,10,4835,10,5,5,2,0,5,2005,6,1488,10,10,1488,0,1488,2,2,8,6,10,8,2,6,2,0,0,3,2010,
1497,10,3515,10,5,5,2,4,5,2004,6,840,10,10,840,840,1680,2,2,8,3,10,8,2,6,2,0,0,1,2010,
1498,10,3215,10,5,5,2,4,5,2004,6,600,10,10,600,600,1200,2,2,8,4,10,2,2,6,2,0,0,4,2010,
1499,10,2544,10,5,5,2,4,5,2005,6,600,10,10,600,600,1200,2,2,8,4,10,2,2,6,2,0,0,2,2010,
1500,10,2544,10,5,5,2,4,5,2005,6,600,10,10,600,636,1236,2,2,8,4,10,2,2,6,2,0,0,5,2010,
1501,10,2980,10,5,5,2,4,5,2000,6,756,10,10,756,756,1512,2,2,8,5,10,2,2,6,2,0,0,5,2010,
1502,10,2403,10,5,5,2,4,5,2003,6,530,10,10,530,550,1080,2,2,8,4,10,8,2,6,2,0,0,6,2010,
1503,10,12853,10,5,5,4,0,5,2010,2,1642,10,10,1418,0,1418,1,1,8,6,10,8,3,6,2,0,0,4,2010,
1504,10,7379,10,5,5,4,4,5,2000,6,975,10,10,975,873,1848,2,3,8,7,10,8,2,6,2,0,0,4,2010,
1505,10,8000,10,5,5,4,0,5,2002,6,1492,10,10,1492,0,1492,2,3,8,6,10,8,2,6,2,0,0,4,2010,
1506,6,10456,10,5,5,4,0,6,1967,6,1829,8,10,1829,0,1829,2,4,6,8,10,8,2,6,2,0,0,5,2010,
1507,6,10791,10,5,5,4,4,5,1993,6,1280,10,10,1280,1215,2495,2,4,8,9,10,8,2,6,2,0,0,3,2010,
1508,6,18837,10,5,5,4,3,5,1978,6,1224,6,10,1287,604,1891,3,3,6,7,10,8,2,6,2,0,0,4,2010,
1509,6,9600,10,5,5,4,4,6,1971,6,715,6,10,930,715,1645,1,4,6,7,10,8,2,6,2,6,0,6,2010,
1510,6,9600,10,5,5,4,0,5,1966,6,1232,6,10,1232,0,1232,1,3,6,6,10,8,2,6,2,0,0,4,2010,
1511,6,9900,10,5,5,4,0,5,1966,6,1209,8,10,1209,0,1209,1,3,6,6,10,8,2,6,2,0,0,4,2010,
1512,6,9680,10,5,5,4,0,6,1967,6,1510,10,10,1510,0,1510,2,3,8,6,10,8,2,6,2,10,0,4,2010,
1513,6,10600,10,5,5,4,2,5,1964,6,533,6,10,1131,644,1775,2,3,6,8,10,8,2,6,2,0,0,5,2010,
1514,6,13260,10,5,5,3,0,6,2001,6,1728,6,10,1728,0,1728,2,6,6,10,10,0,0,0,2,0,0,1,2010,
1515,6,9724,10,5,5,4,3,7,2002,6,1140,8,10,1929,532,2461,2,3,6,7,8,2,2,6,2,6,0,3,2010,
1516,6,17360,10,10,5,4,3,6,1950,6,782,6,10,1019,537,1556,2,3,6,6,10,8,2,6,2,0,0,1,2010,
1517,6,11380,10,5,5,4,2,8,2008,6,1080,8,10,1128,0,1128,1,2,8,5,10,8,1,6,2,0,1500,1,2010,
1518,6,8267,10,9,5,3,0,5,1958,6,1604,6,10,1604,0,1604,2,4,6,8,10,8,2,6,2,0,0,3,2010,
1519,6,8197,10,5,5,4,0,5,2009,6,1480,10,10,1480,0,1480,2,3,8,7,10,8,2,6,2,8,300,2,2010,
1520,6,8050,10,5,5,4,0,5,1959,6,1143,6,10,1143,0,1143,1,3,6,6,10,8,1,6,2,10,0,5,2010,
1521,6,10725,10,5,5,4,0,5,1959,6,1206,4,10,1206,0,1206,1,3,6,6,10,8,1,6,2,0,0,5,2010,
1522,6,10032,10,5,5,4,0,5,1959,6,1244,10,10,1580,0,1580,1,3,6,6,10,8,2,6,2,6,0,6,2010,
1523,6,8382,10,5,5,4,3,5,1956,6,832,6,10,832,505,1337,1,3,6,5,10,8,1,6,2,0,0,2,2010,
1524,6,10950,10,5,5,4,0,7,1952,6,864,6,10,1064,0,1064,1,2,4,4,10,2,1,6,2,0,0,5,2010,
1525,6,10895,10,5,5,4,0,6,1955,6,972,6,10,972,0,972,1,3,6,5,10,8,1,6,2,6,0,6,2010,
1526,6,13587,10,5,5,5,0,5,1958,6,988,6,10,988,0,988,1,2,6,5,10,8,1,6,2,0,0,4,2010,
1527,6,7898,10,5,5,4,0,7,1994,6,576,8,10,985,0,985,1,2,6,4,10,2,2,6,0,0,0,4,2010,
1528,6,8064,10,10,5,4,3,8,2004,6,816,6,10,816,408,1224,1,3,6,5,10,2,1,6,2,6,0,5,2010,
1529,6,7635,10,5,5,4,0,6,1960,6,1175,10,10,1175,0,1175,1,3,6,6,10,2,2,6,2,0,0,6,2010,
1530,6,9760,10,5,5,4,0,7,1984,6,1395,6,10,1395,0,1395,1,2,6,7,8,8,2,6,2,0,0,5,2010,
1531,7,4800,10,5,5,4,3,5,1954,6,709,6,10,1157,687,1844,1,3,6,9,8,5,1,6,2,0,0,1,2010,
1532,7,4485,10,10,5,4,0,7,1950,6,936,6,10,936,0,936,1,2,6,5,10,0,0,0,1,8,0,5,2010,
1533,7,5805,10,5,5,4,0,7,1957,6,1347,8,10,1347,0,1347,1,3,8,6,10,2,2,6,2,0,0,6,2010,
1534,7,6900,10,5,5,4,3,7,2000,6,827,8,10,827,424,1251,1,3,4,6,10,2,1,6,0,0,0,1,2010,
1535,7,11851,10,10,5,4,3,7,2009,6,1027,10,10,1027,606,1633,1,3,8,7,10,2,1,6,2,0,0,6,2010,
1536,7,8239,10,10,5,4,3,6,1962,6,1008,6,10,1060,185,1245,1,3,6,6,10,2,1,6,2,0,0,3,2010,
1537,7,9656,10,5,5,4,0,2,1970,4,678,6,0,832,0,832,1,2,6,5,10,2,2,4,0,0,0,6,2010,
1538,7,9600,10,5,5,4,4,9,2003,6,930,6,0,930,636,1566,2,3,8,7,10,2,1,6,2,0,0,4,2010,
1539,7,9000,10,5,5,4,4,9,2002,4,346,10,10,1157,1111,2268,3,3,8,7,10,2,2,6,0,0,0,4,2010,
1540,7,9045,10,5,5,5,4,3,1950,6,840,4,0,1128,1128,2256,2,4,4,12,10,0,0,0,0,0,0,6,2010,
1541,7,10560,10,5,5,4,4,7,1994,6,738,10,10,868,602,1470,1,2,6,6,8,2,2,6,2,0,0,6,2010,
1542,7,5830,10,9,9,4,3,6,1997,6,988,10,10,1030,582,1612,1,3,6,7,10,2,1,6,2,8,0,3,2010,
1543,6,7793,10,5,5,4,5,7,2005,6,1108,6,0,1160,908,2068,1,3,8,8,10,2,1,6,2,0,0,5,2010,
1544,7,5000,10,9,5,4,0,7,1950,6,765,6,0,765,0,765,1,2,8,4,10,2,1,6,1,8,0,4,2010,
1545,7,6000,10,5,5,4,3,7,1950,8,608,6,10,608,524,1132,1,2,6,5,10,2,1,6,2,8,0,4,2010,
1546,7,6000,10,5,5,4,3,6,1950,6,572,10,10,848,348,1196,1,3,6,6,10,2,2,6,2,0,0,3,2010,
1547,7,6360,10,9,5,4,3,6,1950,6,835,6,10,955,498,1453,1,3,8,7,8,2,1,6,2,0,0,3,2010,
1548,7,6000,10,5,5,4,3,7,1950,6,780,6,10,780,636,1416,1,3,6,6,10,2,1,6,1,0,0,3,2010,
1549,7,6240,10,5,5,4,3,7,1980,4,528,8,10,548,492,1040,1,2,6,5,10,2,2,6,1,0,0,5,2010,
1550,7,6240,10,5,5,4,3,5,1950,6,928,6,10,928,608,1536,2,4,6,7,10,2,2,6,2,8,0,3,2010,
1551,7,6120,10,10,5,4,0,5,1950,4,1124,6,10,1068,0,1068,1,2,6,5,10,2,1,6,2,0,0,3,2010,
1552,7,8094,10,5,5,4,3,5,1950,6,888,10,10,888,1074,1962,1,4,6,9,10,2,2,6,2,10,0,6,2010,
1553,7,12900,10,5,5,4,4,8,2009,6,780,10,10,780,780,1560,1,3,8,7,10,0,0,0,0,0,0,5,2010,
1554,7,3068,10,5,5,4,4,8,1993,6,662,10,10,662,662,1324,1,3,6,6,10,2,1,6,2,10,0,2,2010,
1555,6,15263,10,9,5,4,0,5,1959,6,1422,8,10,1675,0,1675,2,3,6,8,10,8,1,6,2,0,0,5,2010,
1556,6,10632,10,5,5,4,3,3,1950,4,689,8,0,725,499,1224,1,3,NA,6,6,2,1,4,0,0,0,1,2010,
1557,6,9900,10,5,5,5,3,4,1950,6,1212,6,0,1212,180,1392,1,3,6,6,10,0,0,0,0,0,0,2,2010,
1558,6,6001,10,5,5,4,3,5,1950,6,600,10,0,600,319,919,1,3,6,5,10,2,1,6,2,8,0,3,2010,
1559,7,6449,10,5,5,4,4,1,1950,6,707,6,0,942,942,1884,1,4,6,7,10,0,0,0,0,0,0,3,2010,
1560,8,6048,10,10,5,5,3,7,1950,6,856,8,10,936,744,1680,2,2,6,7,10,2,2,4,1,0,0,6,2010,
1561,6,10773,10,5,5,3,0,3,1967,6,1832,6,0,1832,0,1832,2,4,6,8,10,0,0,0,2,0,0,5,2010,
1562,6,7800,10,5,5,4,0,7,2008,6,864,10,10,892,0,892,1,3,8,5,10,2,1,6,2,0,0,6,2010,
1563,6,7832,10,5,5,4,0,5,1968,6,864,10,10,864,0,864,1,2,6,4,10,2,1,6,2,0,0,5,2010,
1564,6,7424,10,5,5,3,2,5,1978,6,1319,6,10,1373,0,1373,1,3,6,5,10,8,2,6,2,0,0,5,2010,
1565,6,11227,10,5,5,4,4,5,1968,8,720,10,10,720,720,1440,1,4,6,7,10,8,2,6,2,8,0,3,2010,
1566,6,20062,10,5,5,4,0,7,2001,6,1420,8,10,1483,0,1483,1,1,6,4,10,8,2,6,2,0,0,4,2010,
1567,6,9259,10,9,5,4,0,4,1950,6,660,6,0,756,0,756,1,2,6,4,10,2,2,6,0,0,0,6,2010,
1568,6,17082,10,5,5,4,4,5,1992,6,1117,10,10,1117,864,1981,2,4,8,8,10,8,2,6,2,0,0,5,2010,
1569,6,18600,10,5,5,4,3,4,1990,6,972,6,10,1052,558,1610,2,4,4,8,10,8,1,6,2,0,450,6,2010,
1570,6,11479,10,5,5,4,0,7,1987,6,663,10,10,1074,0,1074,1,3,8,6,10,8,1,6,2,8,0,6,2010,
1571,6,9350,10,5,5,4,3,6,1979,4,756,10,10,1169,0,1531,1,3,6,8,10,2,1,6,2,8,0,6,2010,
1572,6,9525,10,5,5,4,0,7,1998,6,1172,6,10,1172,0,1172,1,3,6,5,10,8,1,6,2,0,0,6,2010,
1573,6,17485,10,5,5,4,0,5,2010,6,1508,10,10,1508,0,1508,1,1,8,5,10,8,2,6,2,0,0,1,2010,
1574,6,11200,10,5,5,4,0,3,1964,6,1250,10,10,1298,0,1298,2,3,6,5,10,2,2,4,0,0,0,6,2010,
1575,6,11980,10,5,5,4,0,5,1987,6,1433,10,10,1433,0,1433,1,1,8,4,10,8,2,8,2,8,0,6,2010,
1576,6,12361,10,5,5,4,4,7,1993,6,946,10,10,964,838,1802,2,3,8,8,10,10,4,6,2,0,0,5,2010,
1577,6,7360,10,5,5,4,0,5,2010,6,1222,10,10,1222,0,1222,2,2,8,6,10,8,2,6,2,0,0,3,2010,
1578,6,14235,10,5,5,4,3,8,1993,8,676,6,10,831,614,1445,2,3,6,6,10,2,2,6,0,0,0,3,2010,
1579,6,11105,10,5,5,4,2,5,1996,4,870,8,10,965,0,965,1,2,6,4,10,8,2,6,2,10,0,7,2010,
1580,6,9337,10,5,5,4,4,5,1998,6,878,10,10,892,800,1692,2,3,6,8,10,8,2,6,2,0,0,4,2010,
1581,6,15240,10,5,5,4,0,8,2004,6,1026,10,10,1026,0,1026,1,3,6,5,10,8,1,6,2,8,0,6,2010,
1582,6,7480,10,5,5,4,0,6,1972,6,876,6,10,876,0,876,1,3,6,5,10,2,2,6,2,8,0,6,2010,
1583,6,10389,10,5,5,4,0,5,2003,6,1978,10,10,1978,0,1978,2,3,8,8,10,8,3,6,2,0,0,5,2010,
1584,6,9375,10,5,5,4,4,5,1997,6,1040,10,10,1044,1054,2098,2,4,8,9,10,8,2,6,2,0,0,4,2010,
1585,7,4435,10,5,5,2,0,5,2003,6,848,10,10,848,0,848,1,1,8,4,10,8,2,6,2,0,0,4,2010,
1586,6,8777,10,9,5,4,0,6,2007,0,0,6,0,640,0,640,1,2,6,5,8,2,1,6,0,0,0,4,2010,
1587,6,8842,10,5,5,4,0,6,1954,6,381,10,10,992,0,992,1,3,6,6,10,2,1,6,2,8,0,1,2010,
1588,6,10044,10,5,5,4,0,6,1968,6,1196,6,10,1196,0,1196,1,3,6,6,10,8,1,6,2,8,0,6,2010,
1589,6,11792,10,5,5,4,3,5,1950,6,744,10,0,792,328,1120,1,2,4,5,10,2,2,4,1,0,0,6,2010,
1590,6,6305,10,5,5,4,2,6,1975,6,1008,6,10,1096,0,1096,1,3,6,5,10,2,1,6,2,0,0,6,2010,
1591,6,6410,10,5,5,4,0,5,1958,6,960,10,10,960,0,960,1,3,6,5,10,0,0,0,2,8,0,5,2010,
1592,6,4853,10,10,5,4,0,6,1999,6,1107,4,0,1296,0,1296,2,2,4,5,10,2,1,6,2,8,0,5,2010,
1593,6,7890,10,5,5,4,0,6,1950,6,856,6,10,856,0,856,1,2,6,4,10,2,2,6,2,0,0,3,2010,
1594,8,7200,10,5,5,3,4,6,1967,0,0,6,10,862,1788,2650,3,6,6,10,8,0,0,0,2,0,500,2,2010,
1595,6,9839,10,9,5,4,3,2,1950,4,894,10,10,894,772,1666,1,3,6,7,10,0,0,0,0,0,0,5,2010,
1596,6,10452,10,5,5,4,3,6,1985,6,1528,10,10,1225,908,2133,1,4,6,8,10,8,1,6,2,0,0,7,2010,
1597,6,15600,10,5,5,3,4,6,1991,6,1032,10,10,1102,1075,2177,2,5,6,11,10,2,2,6,2,0,0,3,2010,
1598,6,19645,10,5,5,4,2,6,2007,6,423,10,10,896,756,1652,2,3,8,6,10,5,2,6,2,0,0,6,2010,
1599,7,3907,10,5,5,2,0,6,1989,6,982,8,10,1034,0,1034,1,1,8,4,10,8,2,6,2,0,0,4,2010,
1600,7,3907,10,5,5,2,0,5,1989,6,1191,8,10,1191,0,1191,2,2,8,5,10,8,2,6,2,0,0,3,2010,
1601,7,8154,10,5,5,4,0,5,1950,6,480,6,10,540,0,540,1,1,6,4,10,2,1,4,0,0,0,4,2010,
1602,7,9140,10,5,5,4,3,5,1975,6,629,4,10,727,380,1107,1,2,6,5,10,2,1,6,2,8,0,4,2010,
1603,7,8712,10,5,5,4,0,7,1950,6,756,8,10,952,0,952,1,3,6,5,10,2,1,6,0,0,0,6,2010,
1604,7,3811,10,10,5,2,0,5,2005,6,1594,10,10,1646,0,1646,2,2,8,5,10,8,2,6,2,0,0,5,2010,
1605,6,11050,10,5,5,4,4,5,1999,6,1049,10,10,1036,880,1916,2,3,8,8,10,8,3,6,2,0,0,5,2010,
1606,6,9620,10,5,5,4,2,7,1977,6,1243,6,10,1285,0,1285,2,3,8,6,10,8,2,6,2,10,80,5,2010,
1607,6,12760,10,5,5,3,0,5,1976,6,1958,6,10,2048,0,2048,3,5,6,9,10,10,2,6,2,0,0,3,2010,
1608,6,11896,10,5,5,4,0,5,2008,6,1336,10,10,1346,0,1346,2,3,8,6,10,8,3,6,2,0,0,5,2010,
1609,6,9803,10,5,5,4,0,5,2010,6,1214,10,10,1214,0,1214,2,2,8,6,10,8,2,6,2,0,0,1,2010,
1610,6,9802,10,5,5,4,4,5,2007,6,384,8,10,744,700,1444,2,3,6,7,10,5,2,6,2,0,0,4,2010,
1611,6,15300,10,5,5,4,0,5,1977,6,1068,6,10,1264,0,1264,1,2,6,7,10,8,2,6,2,0,0,6,2010,
1612,6,10114,10,5,5,4,0,5,2005,6,1430,10,10,1430,0,1430,2,3,8,7,10,8,2,6,2,0,0,3,2010,
1613,6,11875,10,5,5,4,0,5,1999,6,1344,10,10,1344,0,1344,2,3,6,7,10,8,2,6,2,0,0,6,2010,
1614,7,2394,10,5,5,2,0,6,1973,6,945,10,10,945,0,945,1,2,6,5,10,8,1,6,2,0,0,5,2010,
1615,7,1476,10,5,5,2,4,7,1970,6,546,10,10,546,546,1092,1,3,6,5,10,0,0,0,2,0,0,3,2010,
1616,7,1900,10,5,5,2,4,4,1970,6,546,10,10,546,546,1092,1,3,6,5,10,0,0,0,2,0,0,6,2010,
1617,7,1890,10,5,5,2,4,6,1972,6,546,6,10,546,546,1092,1,3,6,5,10,8,1,6,2,0,0,6,2010,
1618,6,6953,10,5,5,4,0,7,2004,6,864,10,10,874,0,874,1,3,6,5,10,2,1,6,2,0,0,6,2010,
1619,6,12887,10,5,5,4,0,7,1984,6,833,6,10,833,0,833,1,2,8,5,10,8,2,6,2,8,0,4,2010,
1620,6,7700,10,5,5,3,4,2,1986,6,1216,8,10,1216,1216,2432,4,4,6,10,10,8,2,4,2,0,600,2,2010,
1621,6,10475,10,5,5,4,4,5,1991,6,624,8,10,624,650,1274,1,3,6,6,10,2,2,6,2,6,0,3,2010,
1622,6,10544,10,5,5,4,3,5,1969,6,864,6,10,864,615,1479,2,5,6,8,10,8,1,6,2,0,0,4,2010,
1623,6,9892,10,5,5,4,0,5,1995,8,1679,10,10,1803,0,1803,2,3,8,6,10,8,2,6,2,6,0,2,2010,
1624,6,12961,10,5,5,4,4,5,1994,6,1152,10,10,1152,645,1797,2,3,8,7,10,8,2,6,2,0,0,3,2010,
1625,6,13008,10,5,5,4,0,5,1956,4,882,6,10,882,0,882,1,2,6,5,10,8,1,6,2,0,0,10,2009,
1626,6,10200,10,5,5,4,0,5,1974,6,1434,6,10,1434,0,1434,2,4,6,7,10,8,2,6,2,0,0,6,2009,
1627,6,10179,10,5,5,4,4,5,1997,6,945,10,10,945,663,1608,2,3,6,7,10,8,2,6,2,0,0,7,2009,
1628,6,11792,10,5,5,4,4,5,2003,6,1008,10,10,1008,1275,2283,2,4,8,9,10,5,3,6,2,0,0,8,2009,
1629,6,8400,10,5,5,4,2,5,1997,6,384,8,10,958,670,1628,2,3,6,7,10,5,2,6,2,0,490,6,2009,
1630,6,7296,10,5,5,2,0,5,2005,6,2208,10,10,2522,0,2522,2,1,8,8,10,8,2,6,2,0,0,11,2009,
1631,6,7380,10,5,5,4,0,5,1998,6,1418,10,10,1478,0,1478,2,2,6,5,10,8,2,6,2,0,0,7,2009,
1632,6,8013,10,5,5,2,0,5,1996,6,1587,10,10,1734,0,1734,2,2,8,6,10,8,2,6,2,0,0,9,2009,
1633,6,8923,10,5,5,4,2,5,1998,6,384,8,10,751,631,1382,2,3,6,7,10,5,2,6,2,0,0,2,2009,
1634,6,7500,10,5,5,4,4,5,1999,6,952,8,10,952,684,1636,2,3,6,7,10,8,2,6,2,0,0,10,2009,
1635,6,8803,10,5,5,4,4,5,1995,6,707,8,10,707,809,1516,2,3,8,7,10,8,2,6,2,0,0,7,2009,
1636,6,7250,10,5,5,4,0,5,1993,6,1181,10,10,1190,0,1190,2,3,8,6,10,8,2,6,2,0,0,11,2009,
1637,6,11900,10,5,5,4,4,6,1977,6,1122,10,10,946,988,1934,2,3,6,6,10,8,2,6,1,0,0,7,2009,
1638,6,13250,10,3,5,4,4,6,1978,6,832,6,10,1154,896,2050,2,4,8,8,10,8,2,6,2,0,0,5,2009,
1639,6,10928,10,5,5,4,0,6,1986,6,1427,6,10,1671,0,1671,2,3,6,7,10,8,2,6,2,0,0,8,2009,
1640,6,12388,10,5,5,4,4,7,1991,6,1043,6,10,1539,1134,2673,2,4,8,9,10,5,2,6,2,0,0,8,2009,
1641,6,11088,10,5,5,4,0,5,1998,6,1140,8,10,1707,0,1707,2,3,6,7,10,8,2,6,2,0,0,5,2009,
1642,10,7000,10,5,5,4,4,5,2003,6,926,10,10,1016,868,1884,2,3,10,7,10,8,2,6,2,0,0,6,2009,
1643,10,7500,10,3,5,4,4,5,2001,6,1058,10,10,1058,816,1874,2,3,8,7,10,8,2,6,2,0,0,3,2009,
1644,10,8470,10,5,5,4,4,5,2002,6,972,10,10,972,839,1811,2,3,8,7,10,8,2,6,2,0,0,10,2009,
1645,6,9373,10,10,5,4,0,7,1975,6,1621,6,10,1621,0,1621,2,3,6,7,10,8,2,6,2,0,0,6,2009,
1646,6,10140,10,5,5,4,0,6,1974,6,1116,10,10,1116,0,1116,2,3,6,6,10,8,2,6,2,6,0,4,2009,
1647,6,11050,10,5,5,4,0,5,1975,6,1176,4,10,1193,0,1193,2,3,6,5,10,8,2,6,2,0,0,8,2009,
1648,6,7830,10,5,5,4,0,5,1970,6,1180,6,10,1180,0,1180,1,2,6,6,10,8,2,6,2,0,0,3,2009,
1649,6,8510,10,5,5,4,0,7,1971,6,1043,10,10,1050,0,1050,1,3,6,6,10,8,1,6,2,0,0,7,2009,
1650,6,7038,10,5,5,4,0,6,1970,6,864,6,10,864,0,864,1,3,6,5,10,2,2,6,2,10,0,9,2009,
1651,6,9000,10,5,5,4,0,7,2006,6,864,8,10,864,0,864,1,3,6,5,10,2,2,6,2,6,0,7,2009,
1652,7,1680,10,5,5,2,4,5,1973,6,483,6,10,483,504,987,1,2,6,5,10,2,1,6,2,0,0,7,2009,
1653,7,1680,10,5,5,2,4,6,1972,6,483,6,10,483,504,987,1,2,6,5,10,2,1,6,2,0,0,7,2009,
1654,6,2308,10,5,5,2,4,5,1976,6,804,6,10,804,744,1548,2,3,6,7,10,2,2,6,2,0,0,9,2009,
1655,6,2280,10,5,5,2,0,5,1975,6,1057,6,10,1055,0,1055,2,2,6,4,10,8,2,6,2,0,0,8,2009,
1656,6,2349,10,5,5,2,4,5,1977,6,855,6,10,855,601,1456,2,3,6,6,10,8,2,6,2,0,0,5,2009,
1657,6,2364,10,5,5,2,4,5,1978,6,804,6,10,804,744,1548,2,3,6,7,10,2,2,6,2,0,0,7,2009,
1658,6,2364,10,5,5,2,4,5,1978,6,855,6,10,855,601,1456,2,3,6,6,10,8,2,6,2,0,0,4,2009,
